Bureau,Desk,Schreibtisch,Escritorio,Scrivania,โต๊ะทำงาน,tó tham ngaan,quotidien
Chaise,Chair,Stuhl,Silla,Sedia,เก้าอี้,gâo-îi,quotidien
Fenêtre,Window,Fenster,Ventana,Finestra,หน้าต่าง,nâa dtàang,quotidien
Porte,Door,Tür,Puerta,Porta,ประตู,prà-dtuu,quotidien
Clé,Key,Schlüssel,Llave,Chiave,กุญแจ,gun-jɛɛ,quotidien
Électricité,Electricity,Strom,Electricidad,Elettricità,ไฟฟ้า,fai fáa,quotidien
Eau,Water,Wasser,Agua,Acqua,น้ำ,náam,quotidien
Chauffage,Heating,Heizung,Calefacción,Riscaldamento,เครื่องทำความร้อน,khrʉ̂ang tham khwaam rɔ́ɔn,quotidien
Internet,Internet,Internet,Internet,Internet,อินเทอร์เน็ต,in-thəə-nét,quotidien
Téléphone,Telephone,Telefon,Teléfono,Telefono,โทรศัพท์,tho-ra-sàp,quotidien
Ordinateur,Computer,Computer,Computadora,Computer,คอมพิวเตอร์,khɔɔm-phiw-tôe,quotidien
Télévision,Television,Fernsehen,Televisión,Televisione,โทรทัศน์,tho-ra-thát,quotidien
Radio,Radio,Radio,Radio,Radio,วิทยุ,wi-thá-yú,quotidien
Lumière,Light,Licht,Luz,Luce,แสง,sɛ̌ɛng,quotidien
Père,Father,Vater,Padre,Padre,พ่อ,phɔ̂ɔ,social
Mère,Mother,Mutter,Madre,Madre,แม่,mɛ̂ɛ,social
Fils,Son,Sohn,Hijo,Figlio,ลูกชาย,lûuk chaai,social
Fille,Daughter,Tochter,Hija,Figlia,ลูกสาว,lûuk sǎao,social
Frère,Brother,Bruder,Hermano,Fratello,พี่ชาย,phîi chaai,social
Sœur,Sister,Schwester,Hermana,Sorella,พี่สาว,phîi sǎao,social
Grand-père,Grandfather,Opa,Abuelo,Nonno,ปู่,puu,social
Grand-mère,Grandmother,Oma,Abuela,Nonna,ย่า,yâa,social
Oncle,Uncle,Onkel,Tío,Zio,ลุง,lung,social
Tante,Aunt,Tante,Tía,Zia,ป้า,pâa,social
Cousin,Cousin,Cousin,Primo/a,Cugino/a,ลูกพี่ลูกน้อง,lûuk phîi lûuk nɔ́ɔng,social
Mari,Husband,Ehemann,Marido,Marito,สามี,sǎa-mii,social
Femme,Wife,Ehefrau,Esposa,Moglie,ภรรยา,phan-rá-yaa,social
Enfant,Child,Kind,Niño/a,Bambino/a,เด็ก,dèk,social
Bébé,Baby,Baby,Bebé,Bebè,ทารก,thaa-rák,social
Garçon,Boy,Junge,Chico,Ragazzo,เด็กผู้ชาย,dèk phûu chaai,social
Fille,Girl,Mädchen,Chica,Ragazza,เด็กผู้หญิง,dèk phûu yǐng,social
Homme,Man,Mann,Hombre,Uomo,ผู้ชาย,phûu chaai,social
Femme,Woman,Frau,Mujer,Donna,ผู้หญิง,phûu yǐng,social
Content,Happy,Glücklich,Feliz,Felice,มีความสุข,mii khwaam sùk,social
Triste,Sad,Traurig,Triste,Triste,เศร้า,sào,social
Fatigué,Tired,Müde,Cansado/a,Stanco/a,เหนื่อย,nʉ̀ai,social
En colère,Angry,Wütend,Enfadado/a,Arrabbiato/a,โกรธ,groht,social
Surpris,Surprised,Überrascht,Sorprendido/a,Sorpreso/a,ตกใจ,dtòk jai,social
Effrayé,Scared,Angst,Asustado/a,Spaventato/a,กลัว,glua,social
Jaloux,Jealous,Eifersüchtig,Celoso/a,Geloso/a,อิจฉา,ìt-chaa,social
Amoureux,In love,Verliebt,Enamorado/a,Innamorato/a,ตกหลุมรัก,dtòk lùm rák,social
Seul,Lonely,Einsam,Solo/a,Solo/a,เหงา,ngǎo,social
Heureux,Happy,Glücklich,Feliz,Felice,มีความสุข,mii khwaam sùk,social
Musique,Music,Musik,Música,Musica,ดนตรี,dòn-dtrii,social
Chanson,Song,Lied,Canción,Canzone,เพลง,phleng,social
Danse,Dance,Tanz,Baile,Danza,เต้น,dtên,social
Cinéma,Cinema,Kino,Cine,Cinema,โรงภาพยนตร์,roong phâap yon,social
Théâtre,Theater,Theater,Teatro,Teatro,โรงละคร,roong lá-khɔɔn,social
Concert,Concert,Konzert,Concierto,Concerto,คอนเสิร์ต,khɔɔn-sə̂ət,social
Café,Cafe,Cafe,Cafetería,Caffè,คาเฟ่,khaa-fɛɛ,social
Bar,Bar,Bar,Bar,Bar,บาร์,baa,social
Restaurant,Restaurant,Restaurant,Restaurante,Ristorante,ร้านอาหาร,râan aa-hǎan,social
Plage,Beach,Strand,Playa,Spiaggia,ชายหาด,chaai hàat,social
Parc,Park,Park,Parque,Parco,สวน,sǔan,social
Zoo,Zoo,Zoo,Zoológico,Zoo,สวนสัตว์,sǔan sàt,social
Musée,Museum,Museum,Museo,Museo,พิพิธภัณฑ์,phi-phi-thàp-phǎn,social
Église,Church,Kirche,Iglesia,Chiesa,โบสถ์,boo-thǒ,social
Temple,Temple,Tempel,Templo,Tempio,วัด,wát,social
Monument,Monument,Denkmal,Monumento,Monumento,อนุสาวรีย์,à-nú-sǎao-ríi,social
Téléphone,Phone,Telefon,Teléfono,Telefono,โทรศัพท์,tho-ra-sàp,social
Message,Message,Nachricht,Mensaje,Messaggio,ข้อความ,khɔ̂ɔ-khwaam,social
Appeler,Call,Anrufen,Llamar,Chiamare,โทร,tho,social
Texter,Text,SMS,Enviar mensaje,Inviare messaggio,ส่งข้อความ,sòng khɔ̂ɔ-khwaam,social
Internet,Internet,Internet,Internet,Internet,อินเทอร์เน็ต,in-thəə-nét,social
Ordinateur,Computer,Computer,Computadora,Computer,คอมพิวเตอร์,khɔɔm-phiw-tôe,social
Application,App,App,Aplicación,Applicazione,แอปพลิเคชัน,ɛɛp-pli-kɛɛ-chán,social
Réseau social,Social network,Soziales Netzwerk,Red social,Social network,โซเชียลมีเดีย,soo-chəən mîi-dii-yaa,social
Photo,Photo,Foto,Foto,Foto,รูปภาพ,rûup phâap,social
Vidéo,Video,Video,Video,Video,วิดีโอ,wi-dii-o,social
Camera,Camera,Kamera,Cámara,Fotocamera,กล้อง,glɔ̂ɔng,social
Email,Email,E-Mail,Correo electrónico,Email,อีเมล,ii-meel,social
Site web,Website,Website,Sitio web,Sito web,เว็บไซต์,wép-sai,social
Mot de passe,Password,Passwort,Contraseña,Password,รหัสผ่าน,rà-hàt phaan,social
Bureau,Office,Büro,Oficina,Ufficio,สำนักงาน,sǎm-nák ngaan,travail
Entreprise,Company,Firma,Empresa,Azienda,บริษัท,bɔɔ-rí-sàt,travail
Directeur,Director,Direktor,Director,Direttore,ผู้อำนวยการ,phûu am-nuai gaan,travail
Manager,Manager,Manager,Gerente,Manager,ผู้จัดการ,phûu jat gaan,travail
Employé,Employee,Mitarbeiter,Empleado,Dipendente,พนักงาน,phanák ngaan,travail
Secrétaire,Secretary,Sekretärin,Secretario,Segretario,เลขานุการ,lék-khaa-nú-gaan,travail
Réunion,Meeting,Besprechung,Reunión,Riunione,ประชุม,prà-chum,travail
Projet,Project,Projekt,Proyecto,Progetto,โครงการ,khrong-gaan,travail
Contrat,Contract,Vertrag,Contrato,Contratto,สัญญา,sàn-yaa,travail
Salaire,Salary,Gehalt,Salario,Salario,เงินเดือน,ngern dʉan,travail
Vacances,Vacation,Urlaub,Vacaciones,Vacanze,วันหยุด,wan yùt,travail
Congé,Leave,Urlaub,Permiso,Permesso,ลา,laa,travail
Heures supplémentaires,Overtime,Überstunden,Horas extras,Straordinario,โอที,o-thii,travail
Formation,Training,Ausbildung,Capacitación,Formazione,การฝึกอบรม,gaan fʉ̀k ɔ̀ɔp-rom,travail
Promotion,Promotion,Beförderung,Promoción,Promozione,การเลื่อนตำแหน่ง,gaan lʉ̂an dtam-nɛ̀ng,travail
Démission,Resignation,Kündigung,Renuncia,Dimissioni,ลาออก,laa ɔ̀ɔk,travail
Recrutement,Recruitment,Einstellung,Reclutamiento,Reclutamento,การสรรหา,gaan sà-rà-hǎa,travail
CV,Resume,Lebenslauf,Currículum,Curriculum,เรซูเม่,ré-suu-mɛ̂ɛ,travail
Entretien,Interview,Bewerbungsgespräch,Entrevista,Colloquio,สัมภาษณ์,sàm-phǎa-sǎa,travail
École,School,Schule,Escuela,Scuola,โรงเรียน,roong-rian,travail
Université,University,Universität,Universidad,Università,มหาวิทยาลัย,mà-hǎa-wi-thá-yaa-lai,travail
Professeur,Professor,Professor,Profesor,Professore,อาจารย์,aa-jâan,travail
Étudiant,Student,Student,Estudiante,Studente,นักศึกษา,nák-sʉ̀k-sǎa,travail
Classe,Class,Klasse,Clase,Classe,ห้องเรียน,hɔ̂ɔng rian,travail
Cours,Course,Kurs,Curso,Corso,วิชา,wi-chaa,travail
Examen,Exam,Prüfung,Examen,Esame,สอบ,sɔ̌ɔp,travail
Note,Grade/Note,Note/Zensur,Nota,Voto,เกรด,grɛɛt,travail
Diplôme,Diploma,Diplom,Diploma,Diploma,ปริญญา,prìn-yaa,travail
Recherche,Research,Forschung,Investigación,Ricerca,การวิจัย,gaan wi-jai,travail
Bibliothèque,Library,Bibliothek,Biblioteca,Biblioteca,หอสมุด,hɔ̌ɔ sà-mùt,travail
Livre,Book,Buch,Libro,Libro,หนังสือ,nǎng-sʉ̌ʉ,travail
Cahier,Notebook,Heft,Cuaderno,Quaderno,สมุด,sà-mùt,travail
Stylo,Pen,Stift,Bolígrafo,Penna,ปากกา,pâak-gaa,travail
Crayon,Pencil,Bleistift,Lápiz,Matita,ดินสอ,din-sɔ̌ɔ,travail
Gomme,Eraser,Radiergummi,Goma de borrar,Gomma,ยางลบ,yang lóp,travail
Règle,Ruler,Lineal,Regla,Righello,ไม้บรรทัด,mâi ban-thát,travail
Calculatrice,Calculator,Taschenrechner,Calculadora,Calcolatrice,เครื่องคิดเลข,khrʉ̂ang khít lék,travail
Ordinateur,Computer,Computer,Computadora,Computer,คอมพิวเตอร์,khɔɔm-phiw-tôe,travail
Imprimante,Printer,Drucker,Impresora,Stampante,เครื่องพิมพ์,khrʉ̂ang phim,travail
Photocopieuse,Photocopier,Kopierer,Fotocopiadora,Fotocopiatrice,เครื่องถ่ายเอกสาร,khrʉ̂ang thâai èek-kà-sǎan,travail
Marché,Market,Markt,Mercado,Mercato,ตลาด,dtà-làat,special
Magasin,Store,Geschäft,Tienda,Negozio,ร้านค้า,râan khâa,special
Supermarché,Supermarket,Supermarkt,Supermercado,Supermercato,ซูเปอร์มาร์เก็ต,suu-pəə maa-khét,special
Acheter,Buy,Kaufen,Comprar,Comprare,ซื้อ,sʉ́ʉ,special
Vendre,Sell,Verkaufen,Vender,Vendere,ขาย,khâai,special
Prix,Price,Preis,Precio,Prezzo,ราคา,raakhaa,special
Cher,Expensive,Teuer,Caro,Caro,แพง,phɛɛng,special
Pas cher,Cheap,Billig,Barato,Economico,ถูก,thùuk,special
Argent,Money,Geld,Dinero,Denaro,เงิน,ngern,special
Banque,Bank,Bank,Banco,Banca,ธนาคาร,thà-naa-khaan,special
Carte bancaire,Credit card,Kreditkarte,Tarjeta de crédito,Carta di credito,บัตรเครดิต,bàt khé-dìt,special
Espèces,Cash,Bar,Bargeld,Contanti,เงินสด,ngern sòt,special
Chèque,Check,Scheck,Cheque,Assegno,เช็ค,chék,special
Facture,Bill,Rechnung,Factura,Fattura,ใบเสร็จ,bai sèrt,special
Reçu,Receipt,Quittung,Recibo,Ricevuta,ใบรับ,bai ráp,special
Soldes,Sales,Ausverkauf,Rebajas,Saldi,ลดราคา,lót raakhaa,special
Rabais,Discount,Rabatt,Descuento,Sconto,ส่วนลด,sùan lót,special
Offre spéciale,Special offer,Sonderangebot,Oferta especial,Offerta speciale,โปรโมชั่น,proo-moo-chán,special
Urgence,Emergency,Notfall,Emergencia,Emergenza,ฉุกเฉิน,chúk-chəən,special
Hôpital,Hospital,Krankenhaus,Hospital,Ospedale,โรงพยาบาล,roong phà-yaa-baan,special
Médecin,Doctor,Arzt,Médico,Dottore,แพทย์,phɛ̂ɛt,special
Infirmière,Nurse,Krankenschwester,Enfermera,Infermiera,พยาบาล,phà-yaa-baan,special
Maladie,Illness,Krankheit,Enfermedad,Malattia,โรค,rohk,special
Douleur,Pain,Schmerz,Dolor,Dolore,ปวด,puat,special
Fièvre,Fever,Fieber,Fiebre,Febbre,ไข้,khâi,special
Toux,Cough,Husten,Tos,Tosse,ไอ,ai,special
Rhume,Cold,Erkältung,Resfriado,Raffreddore,หวัด,huàt,special
Blessure,Wound,Verletzung,Herida,Ferita,บาดเจ็บ,bàat jèp,special
Sang,Blood,Blut,Sangre,Sangue,เลือด,lʉ̂at,special
Médicament,Medicine,Medikament,Medicamento,Medicina,ยา,yaa,special
Ordonnance,Prescription,Rezept,Receta,Ricetta,ใบสั่งยา,bai sàng yaa,special
Pharmacie,Pharmacy,Apotheke,Farmacia,Farmacia,ร้านขายยา,râan khâai yaa,special
Secours,Help,Hilfe,Ayuda,Aiuto,ช่วยเหลือ,chûai lʉ̂a,special
Ambulance,Ambulance,Krankenwagen,Ambulancia,Ambulanza,รถพยาบาล,rót phà-yaa-baan,special
Pompiers,Firefighters,Feuerwehr,Bomberos,Vigili del fuoco,นักดับเพลิง,nák dàp phleng,special
Feu,Fire,Feuer,Incendio,Incendio,ไฟไหม้,fai mǎi,special
Accident,Accident,Unfall,Accidente,Incidente,อุบัติเหตุ,ù-bàt-tì-hèdt,special
Vol,Theft,Diebstahl,Robo,Furto,โจรกรรม,jɔɔn-gam,special
Crime,Crime,Verbrechen,Crimen,Crimine,อาชญากรรม,aa-chá-yaa-gam,special
Victime,Victim,Opfer,Víctima,Vittima,เหยื่อ,yʉ̂a,special
Témoin,Witness,Zeuge,Testigo,Testimone,พยาน,phá-yaan,special
Prison,Prison,Gefängnis,Prisión,Prigione,คุก,khúk,special
Juge,Judge,Richter,Juez,Giudice,ผู้พิพากษา,phûu phí-pâak-sǎa,special
Avocat,Lawyer,Anwalt,Abogado,Avvocato,ทนายความ,thà-naai khwaam,special
Procès,Trial,Prozess,Juicio,Processo,การพิจารณาคดี,gaan phí-jâa-rá-naa khá-dii,special
Voyage,Trip,Reise,Viaje,Viaggio,การเดินทาง,gaan dəən-thaang,special
Destination,Destination,Ziel,Destino,Destinazione,จุดหมาย,jùt-mǎai,special
Valise,Suitcase,Koffer,Maleta,Valigia,กระเป๋าเดินทาง,grà-pǎo dəən-thaang,special
Passeport,Passport,Reisepass,Pasaporte,Passaporto,หนังสือเดินทาง,nǎng-sʉ̌ʉ dəən-thaang,special
Visa,Visa,Visum,Visa,Visto,วีซ่า,wii-saa,special
Douane,Customs,Zoll,Aduana,Dogana,ศุลกากร,sùn-gaa-gɔɔn,special
Frontière,Border,Grenze,Frontera,Confine,ชายแดน,chaai dɛɛn,special
Carte,Map,Karte,Mapa,Mappa,แผนที่,phɛ̂ɛn thîi,special
Guide,Guide,Führer,Guía,Guida,ไกด์,gai,special
Touriste,Tourist,Tourist,Turista,Turista,นักท่องเที่ยว,nák thoong-thîao,special
Hôtel,Hotel,Hotel,Hotel,Hotel,โรงแรม,roong-rɛɛm,special
Réservation,Reservation,Reservierung,Reserva,Prenotazione,การจอง,gaan jɔɔng,special
Chambre,Room,Zimmer,Habitación,Stanza,ห้อง,hɔ̂ɔng,special
Réception,Reception,Rezeption,Recepción,Ricezione,แผนกต้อนรับ,phɛ̂ɛn-gàk dtɔ̂ɔn ráp,special
Clé,Key,Schlüssel,Llave,Chiave,กุญแจ,gun-jɛɛ,special
Bagages,Luggage,Gepäck,Equipaje,Bagagli,สัมภาระ,sàm-phâa-rá,special
Excursion,Excursion,Ausflug,Excursión,Escursione,ทริป,thíp,special
Monument,Monument,Denkmal,Monumento,Monumento,อนุสาวรีย์,à-nú-sǎao-ríi,special
Musée,Museum,Museum,Museo,Museo,พิพิธภัณฑ์,phi-phi-thàp-phǎn,special
Culture,Culture,Kultur,Cultura,Cultura,วัฒนธรรม,wát-thá-ná-tham,special
Religion,Religion,Religion,Religión,Religione,ศาสนา,sǎat-sà-naa,special
Temple,Temple,Tempel,Templo,Tempio,วัด,wát,special
Moine,Monk,Mönch,Monje,Monaco,พระ,phrá,special
Prière,Prayer,Gebet,Oración,Preghiera,การสวดมนต์,gaan sùat món,special
Fête,Festival,Fest,Festival,Festa,เทศกาล,thɛ̂ɛt-sà-gaan,special
Cérémonie,Ceremony,Zeremonie,Ceremonia,Cerimonia,พิธี,phí-thii,special
